0,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,6,-1,-1,-1,-6,none
0,0,0,1,0,6,0,1,0,1,1,1,1,1,0,1,0,1,none
0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,none
0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,none
0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,none
0,0,0,0,0,0,1,-2,1,-7,1,-1,1,-1,1,0,1,5,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,6,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,-2,0,-7,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,none
0,0,0,0,0,0,-1,0,-1,0,-1,1,-1,6,-2,1,-2,1,none
0,0,0,1,0,6,0,-1,0,-6,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,-1,0,-6,none
0,0,-1,1,-1,6,-1,-1,-1,-6,-1,0,-1,0,0,0,0,0,none
0,0,-1,0,-1,0,-1,0,-1,0,-2,1,-2,6,-3,1,-3,1,none
0,0,-1,0,-1,0,-1,-2,-1,-7,-1,0,-1,5,-1,-2,-1,-7,none
0,0,0,0,0,0,0,-2,0,-7,0,0,0,5,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,1,-2,1,-7,0,0,0,5,none
0,0,0,1,0,6,0,1,0,1,0,-1,0,-6,-1,1,-1,6,none
0,0,-1,0,-1,0,-1,1,-1,6,-1,1,-1,1,-2,-1,-2,-6,none
0,0,0,-2,0,-7,0,-1,0,-1,-1,0,-1,5,-1,0,-1,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
